year_film,year_ceremony,ceremony,category,name,film,winner
1975,1976,48,MUSIC (Original Song),Mahogany,Mahogany,False
1975,1976,48,BEST PICTURE,Barry Lyndon,Barry Lyndon,False
1975,1976,48,BEST PICTURE,Dog Day Afternoon,Dog Day Afternoon,False
1975,1976,48,BEST PICTURE,Jaws,Jaws,False
1975,1976,48,BEST PICTURE,Nashville,Nashville,False
1975,1976,48,BEST PICTURE,One Flew over the Cuckoo's Nest,One Flew over the Cuckoo's Nest,True
1975,1976,48,SHORT FILM (Animated),Great,Great,True
1975,1976,48,SHORT FILM (Animated),Kick Me,Kick Me,False
1975,1976,48,SHORT FILM (Animated),Monsieur Pointu,Monsieur Pointu,False
1975,1976,48,SHORT FILM (Animated),Sisyphus,Sisyphus,False
1975,1976,48,SHORT FILM (Live Action),Angel and Big Joe,Angel and Big Joe,True
1975,1976,48,SHORT FILM (Live Action),Conquest of Light,Conquest of Light,False
1975,1976,48,SHORT FILM (Live Action),Dawn Flight,Dawn Flight,False
1975,1976,48,SHORT FILM (Live Action),A Day in the Life of Bonnie Consolo,A Day in the Life of Bonnie Consolo,False
1975,1976,48,SHORT FILM (Live Action),Doubletalk,Doubletalk,False
1975,1976,48,SOUND,Bite the Bullet,Bite the Bullet,False
1975,1976,48,SOUND,Funny Lady,Funny Lady,False
1975,1976,48,SOUND,The Hindenburg,The Hindenburg,False
1975,1976,48,SOUND,Jaws,Jaws,True
1975,1976,48,SOUND,The Wind and the Lion,The Wind and the Lion,False
1975,1976,48,WRITING (Original Screenplay),Amarcord,Amarcord,False
1975,1976,48,WRITING (Original Screenplay),And Now My Love,And Now My Love,False
1975,1976,48,WRITING (Original Screenplay),Dog Day Afternoon,Dog Day Afternoon,True
1975,1976,48,WRITING (Original Screenplay),Lies My Father Told Me,Lies My Father Told Me,False
1975,1976,48,WRITING (Original Screenplay),Shampoo,Shampoo,False
1975,1976,48,WRITING (Screenplay Adapted from Other Material),Barry Lyndon,Barry Lyndon,False
1975,1976,48,WRITING (Screenplay Adapted from Other Material),The Man Who Would Be King,The Man Who Would Be King,False
1975,1976,48,WRITING (Screenplay Adapted from Other Material),One Flew over the Cuckoo's Nest,One Flew over the Cuckoo's Nest,True
1975,1976,48,WRITING (Screenplay Adapted from Other Material),Scent of a Woman,Scent of a Woman,False
1975,1976,48,WRITING (Screenplay Adapted from Other Material),The Sunshine Boys,The Sunshine Boys,False
1975,1976,48,SPECIAL ACHIEVEMENT AWARD (Sound Effects),The Hindenburg,The Hindenburg,True
1975,1976,48,SPECIAL ACHIEVEMENT AWARD (Visual Effects),The Hindenburg,The Hindenburg,True
1975,1976,48,JEAN HERSHOLT HUMANITARIAN AWARD,Dr. Jules C. Stein,,True
1975,1976,48,HONORARY AWARD, Mary Pickford in recognition of her unique contributions to the film industry and the development of film as an artistic medium.,,True
1975,1976,48,IRVING G. THALBERG MEMORIAL AWARD,Mervyn LeRoy,,True
1976,1977,49,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,False
1976,1977,49,ACTOR IN A LEADING ROLE,Peter Finch,Network,True
1976,1977,49,ACTOR IN A LEADING ROLE,Giancarlo Giannini,Seven Beauties,False
1976,1977,49,ACTOR IN A LEADING ROLE,William Holden,Network,False
1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Laurence Olivier,Marathon Man,False
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,True
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,False
1976,1977,49,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,"Cousin, Cousine",False
1976,1977,49,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,True
1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,False
1976,1977,49,ACTRESS IN A LEADING ROLE,Sissy Spacek,Carrie,False
1976,1977,49,ACTRESS IN A LEADING ROLE,Liv Ullmann,Face to Face,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Voyage of the Damned,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,False
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,Network,True
1976,1977,49,ART DIRECTION,All the President's Men,All the President's Men,True
1976,1977,49,ART DIRECTION,The Incredible Sarah,The Incredible Sarah,False
1976,1977,49,ART DIRECTION,The Last Tycoon,The Last Tycoon,False
1976,1977,49,ART DIRECTION,Logan's Run,Logan's Run,False
1976,1977,49,ART DIRECTION,The Shootist,The Shootist,False
1976,1977,49,CINEMATOGRAPHY,Bound for Glory,Bound for Glory,True
1976,1977,49,CINEMATOGRAPHY,King Kong,King Kong,False
1976,1977,49,CINEMATOGRAPHY,Logan's Run,Logan's Run,False
1976,1977,49,CINEMATOGRAPHY,Network,Network,False
1976,1977,49,CINEMATOGRAPHY,A Star Is Born,A Star Is Born,False
1976,1977,49,COSTUME DESIGN,Bound for Glory,Bound for Glory,False
1976,1977,49,COSTUME DESIGN,Fellini's Casanova,Fellini's Casanova,True
1976,1977,49,COSTUME DESIGN,The Incredible Sarah,The Incredible Sarah,False
1976,1977,49,COSTUME DESIGN,The Passover Plot,The Passover Plot,False
1976,1977,49,COSTUME DESIGN,The Seven-per-cent Solution,The Seven-per-cent Solution,False
1976,1977,49,DIRECTING,All the President's Men,All the President's Men,False
1976,1977,49,DIRECTING,Face to Face,Face to Face,False
1976,1977,49,DIRECTING,Network,Network,False
1976,1977,49,DIRECTING,Rocky,Rocky,True
1976,1977,49,DIRECTING,Seven Beauties,Seven Beauties,False
1976,1977,49,DOCUMENTARY (Feature),"Harlan County, U.S.A.","Harlan County, U.S.A.",True
1976,1977,49,DOCUMENTARY (Feature),Hollywood on Trial,Hollywood on Trial,False
1976,1977,49,DOCUMENTARY (Feature),Off the Edge,Off the Edge,False
1976,1977,49,DOCUMENTARY (Feature),People of the Wind,People of the Wind,False
1976,1977,49,DOCUMENTARY (Feature),Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,False
1976,1977,49,DOCUMENTARY (Short Subject),American Shoeshine,American Shoeshine,False
1976,1977,49,DOCUMENTARY (Short Subject),Blackwood,Blackwood,False
1976,1977,49,DOCUMENTARY (Short Subject),The End of the Road,The End of the Road,False
1976,1977,49,DOCUMENTARY (Short Subject),Number Our Days,Number Our Days,True
1976,1977,49,DOCUMENTARY (Short Subject),Universe,Universe,False
1976,1977,49,FILM EDITING,All the President's Men,All the President's Men,False
1976,1977,49,FILM EDITING,Bound for Glory,Bound for Glory,False
1976,1977,49,FILM EDITING,Network,Network,False
1976,1977,49,FILM EDITING,Rocky,Rocky,True
1976,1977,49,FILM EDITING,Two-Minute Warning,Two-Minute Warning,False
1976,1977,49,FOREIGN LANGUAGE FILM,Black and White in Color,Black and White in Color,True
1976,1977,49,FOREIGN LANGUAGE FILM,"Cousin, Cousine","Cousin, Cousine",False
1976,1977,49,FOREIGN LANGUAGE FILM,"Jacob, the Liar","Jacob, the Liar",False
1976,1977,49,FOREIGN LANGUAGE FILM,Nights and Days,Nights and Days,False
1976,1977,49,FOREIGN LANGUAGE FILM,Seven Beauties,Seven Beauties,False
1976,1977,49,MUSIC (Original Score),Obsession,Obsession,False
1976,1977,49,MUSIC (Original Score),The Omen,The Omen,True
1976,1977,49,MUSIC (Original Score),The Outlaw Josey Wales,The Outlaw Josey Wales,False
1976,1977,49,MUSIC (Original Score),Taxi Driver,Taxi Driver,False
1976,1977,49,MUSIC (Original Score),Voyage of the Damned,Voyage of the Damned,False
1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Bound for Glory,Bound for Glory,True
1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Bugsy Malone,Bugsy Malone,False
1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),A Star Is Born,A Star Is Born,False
1976,1977,49,MUSIC (Original Song),Half a House,Half a House,False
1976,1977,49,MUSIC (Original Song),The Omen,The Omen,False
1976,1977,49,MUSIC (Original Song),The Pink Panther Strikes Again,The Pink Panther Strikes Again,False
1976,1977,49,MUSIC (Original Song),A Star Is Born,A Star Is Born,True
1976,1977,49,MUSIC (Original Song),Rocky,Rocky,False
1976,1977,49,BEST PICTURE,All the President's Men,All the President's Men,False
1976,1977,49,BEST PICTURE,Bound for Glory,Bound for Glory,False
1976,1977,49,BEST PICTURE,Network,Network,False
1976,1977,49,BEST PICTURE,Rocky,Rocky,True
1976,1977,49,BEST PICTURE,Taxi Driver,Taxi Driver,False
1976,1977,49,SHORT FILM (Animated),Dedalo,Dedalo,False
1976,1977,49,SHORT FILM (Animated),Leisure,Leisure,True
1976,1977,49,SHORT FILM (Animated),The Street,The Street,False
1976,1977,49,SHORT FILM (Live Action),In the Region of Ice,In the Region of Ice,True
1976,1977,49,SHORT FILM (Live Action),Kudzu,Kudzu,False
1976,1977,49,SHORT FILM (Live Action),The Morning Spider,The Morning Spider,False
1976,1977,49,SHORT FILM (Live Action),Nightlife,Nightlife,False
1976,1977,49,SHORT FILM (Live Action),Number One,Number One,False
1976,1977,49,SOUND,All the President's Men,All the President's Men,True
1976,1977,49,SOUND,King Kong,King Kong,False
1976,1977,49,SOUND,Rocky,Rocky,False
1976,1977,49,SOUND,Silver Streak,Silver Streak,False
1976,1977,49,SOUND,A Star Is Born,A Star Is Born,False
1976,1977,49,WRITING (Screenplay--based on material from another medium),All the President's Men,All the President's Men,True
1976,1977,49,WRITING (Screenplay--based on material from another medium),Bound for Glory,Bound for Glory,False
1976,1977,49,WRITING (Screenplay--based on material from another medium),Fellini's Casanova,Fellini's Casanova,False
1976,1977,49,WRITING (Screenplay--based on material from another medium),The Seven-per-cent Solution,The Seven-per-cent Solution,False
1976,1977,49,WRITING (Screenplay--based on material from another medium),Voyage of the Damned,Voyage of the Damned,False
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),"Cousin, Cousine","Cousin, Cousine",False
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Front,The Front,False
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Network,Network,True
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Rocky,Rocky,False
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Seven Beauties,Seven Beauties,False
1976,1977,49,SPECIAL ACHIEVEMENT AWARD (Visual Effects),King Kong,King Kong,True
1976,1977,49,SPECIAL ACHIEVEMENT AWARD (Visual Effects),Logan's Run,Logan's Run,True
1976,1977,49,IRVING G. THALBERG MEMORIAL AWARD,Pandro S. Berman,,True
1977,1978,50,ACTOR IN A LEADING ROLE,Woody Allen,Annie Hall,False
1977,1978,50,ACTOR IN A LEADING ROLE,Richard Burton,Equus,False
1977,1978,50,ACTOR IN A LEADING ROLE,Richard Dreyfuss,The Goodbye Girl,True
1977,1978,50,ACTOR IN A LEADING ROLE,Marcello Mastroianni,A Special Day,False
1977,1978,50,ACTOR IN A LEADING ROLE,John Travolta,Saturday Night Fever,False
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,The Turning Point,False
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Peter Firth,Equus,False
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,False
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Jason Robards,Julia,True
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,Julia,False
1977,1978,50,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,False
1977,1978,50,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,False
1977,1978,50,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,True
1977,1978,50,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,False
1977,1978,50,ACTRESS IN A LEADING ROLE,Marsha Mason,The Goodbye Girl,False
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Leslie Browne,The Turning Point,False
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Quinn Cummings,The Goodbye Girl,False
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,False
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,True
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Tuesday Weld,Looking for Mr. Goodbar,False
1977,1978,50,ART DIRECTION,Airport '77,Airport '77,False
1977,1978,50,ART DIRECTION,Close Encounters of the Third Kind,Close Encounters of the Third Kind,False
1977,1978,50,ART DIRECTION,The Spy Who Loved Me,The Spy Who Loved Me,False
1977,1978,50,ART DIRECTION,Star Wars,Star Wars,True
1977,1978,50,ART DIRECTION,The Turning Point,The Turning Point,False
1977,1978,50,CINEMATOGRAPHY,Close Encounters of the Third Kind,Close Encounters of the Third Kind,True
1977,1978,50,CINEMATOGRAPHY,Islands in the Stream,Islands in the Stream,False
1977,1978,50,CINEMATOGRAPHY,Julia,Julia,False
1977,1978,50,CINEMATOGRAPHY,Looking for Mr. Goodbar,Looking for Mr. Goodbar,False
1977,1978,50,CINEMATOGRAPHY,The Turning Point,The Turning Point,False
1977,1978,50,COSTUME DESIGN,Airport '77,Airport '77,False
1977,1978,50,COSTUME DESIGN,Julia,Julia,False
1977,1978,50,COSTUME DESIGN,A Little Night Music,A Little Night Music,False
1977,1978,50,COSTUME DESIGN,The Other Side of Midnight,The Other Side of Midnight,False
1977,1978,50,COSTUME DESIGN,Star Wars,Star Wars,True
1977,1978,50,DIRECTING,Annie Hall,Annie Hall,True
1977,1978,50,DIRECTING,Close Encounters of the Third Kind,Close Encounters of the Third Kind,False
1977,1978,50,DIRECTING,Julia,Julia,False
1977,1978,50,DIRECTING,Star Wars,Star Wars,False
1977,1978,50,DIRECTING,The Turning Point,The Turning Point,False
1977,1978,50,DOCUMENTARY (Feature),The Children of Theatre Street,The Children of Theatre Street,False
1977,1978,50,DOCUMENTARY (Feature),High Grass Circus,High Grass Circus,False
1977,1978,50,DOCUMENTARY (Feature),Homage to Chagall--The Colours of Love,Homage to Chagall--The Colours of Love,False
1977,1978,50,DOCUMENTARY (Feature),Union Maids,Union Maids,False
1977,1978,50,DOCUMENTARY (Feature),Who Are the DeBolts? And Where Did They Get Nineteen Kids?,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,True
1977,1978,50,DOCUMENTARY (Short Subject),"Agueda Martinez: Our People, Our Country","Agueda Martinez: Our People, Our Country",False
1977,1978,50,DOCUMENTARY (Short Subject),First Edition,First Edition,False
1977,1978,50,DOCUMENTARY (Short Subject),Gravity Is My Enemy,Gravity Is My Enemy,True
1977,1978,50,DOCUMENTARY (Short Subject),"Of Time, Tombs and Treasure","Of Time, Tombs and Treasure",False
1977,1978,50,DOCUMENTARY (Short Subject),The Shetland Experience,The Shetland Experience,False
1977,1978,50,FILM EDITING,Close Encounters of the Third Kind,Close Encounters of the Third Kind,False
1977,1978,50,FILM EDITING,Julia,Julia,False
1977,1978,50,FILM EDITING,Smokey and the Bandit,Smokey and the Bandit,False
1977,1978,50,FILM EDITING,Star Wars,Star Wars,True
1977,1978,50,FILM EDITING,The Turning Point,The Turning Point,False
1977,1978,50,FOREIGN LANGUAGE FILM,Iphigenia,Iphigenia,False
1977,1978,50,FOREIGN LANGUAGE FILM,Madame Rosa,Madame Rosa,True
1977,1978,50,FOREIGN LANGUAGE FILM,Operation Thunderbolt,Operation Thunderbolt,False
1977,1978,50,FOREIGN LANGUAGE FILM,A Special Day,A Special Day,False
1977,1978,50,FOREIGN LANGUAGE FILM,That Obscure Object of Desire,That Obscure Object of Desire,False
1977,1978,50,MUSIC (Original Score),Close Encounters of the Third Kind,Close Encounters of the Third Kind,False
1977,1978,50,MUSIC (Original Score),Julia,Julia,False
1977,1978,50,MUSIC (Original Score),Mohammad - Messenger of God,Mohammad - Messenger of God,False
1977,1978,50,MUSIC (Original Score),The Spy Who Loved Me,The Spy Who Loved Me,False
1977,1978,50,MUSIC (Original Score),Star Wars,Star Wars,True
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),A Little Night Music,A Little Night Music,True
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Pete's Dragon,Pete's Dragon,False
1977,1978,50,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),The Slipper and the Rose--The Story of Cinderella,The Slipper and the Rose--The Story of Cinderella,False
1977,1978,50,MUSIC (Original Song),Pete's Dragon,Pete's Dragon,False
1977,1978,50,MUSIC (Original Song),The Spy Who Loved Me,The Spy Who Loved Me,False
1977,1978,50,MUSIC (Original Song),The Slipper and the Rose--The Story of Cinderella,The Slipper and the Rose--The Story of Cinderella,False
1977,1978,50,MUSIC (Original Song),The Rescuers,The Rescuers,False
1977,1978,50,MUSIC (Original Song),You Light Up My Life,You Light Up My Life,True
1977,1978,50,BEST PICTURE,Annie Hall,Annie Hall,True
1977,1978,50,BEST PICTURE,The Goodbye Girl,The Goodbye Girl,False
1977,1978,50,BEST PICTURE,Julia,Julia,False
1977,1978,50,BEST PICTURE,Star Wars,Star Wars,False
1977,1978,50,BEST PICTURE,The Turning Point,The Turning Point,False
1977,1978,50,SHORT FILM (Animated),The Bead Game,The Bead Game,False
1977,1978,50,SHORT FILM (Animated),The Doonesbury Special,The Doonesbury Special,False
1977,1978,50,SHORT FILM (Animated),Jimmy the C,Jimmy the C,False
1977,1978,50,SHORT FILM (Animated),The Sand Castle,The Sand Castle,True
1977,1978,50,SHORT FILM (Live Action),The Absent-Minded Waiter,The Absent-Minded Waiter,False
1977,1978,50,SHORT FILM (Live Action),Floating Free,Floating Free,False
1977,1978,50,SHORT FILM (Live Action),I'll Find a Way,I'll Find a Way,True
1977,1978,50,SHORT FILM (Live Action),Notes on the Popular Arts,Notes on the Popular Arts,False
1977,1978,50,SHORT FILM (Live Action),Spaceborne,Spaceborne,False
1977,1978,50,SOUND,Close Encounters of the Third Kind,Close Encounters of the Third Kind,False
1977,1978,50,SOUND,The Deep,The Deep,False
1977,1978,50,SOUND,Sorcerer,Sorcerer,False
1977,1978,50,SOUND,Star Wars,Star Wars,True
1977,1978,50,SOUND,The Turning Point,The Turning Point,False
1977,1978,50,VISUAL EFFECTS,Close Encounters of the Third Kind,Close Encounters of the Third Kind,False
1977,1978,50,VISUAL EFFECTS,Star Wars,Star Wars,True
1977,1978,50,WRITING (Screenplay--based on material from another medium),Equus,Equus,False
1977,1978,50,WRITING (Screenplay--based on material from another medium),I Never Promised You a Rose Garden,I Never Promised You a Rose Garden,False
1977,1978,50,WRITING (Screenplay--based on material from another medium),Julia,Julia,True
1977,1978,50,WRITING (Screenplay--based on material from another medium),"Oh, God!","Oh, God!",False
1977,1978,50,WRITING (Screenplay--based on material from another medium),That Obscure Object of Desire,That Obscure Object of Desire,False
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Annie Hall,Annie Hall,True
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Goodbye Girl,The Goodbye Girl,False
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Late Show,The Late Show,False
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Star Wars,Star Wars,False
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Turning Point,The Turning Point,False
1977,1978,50,SPECIAL ACHIEVEMENT AWARD, Benjamin Burtt,,True
1977,1978,50,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Close Encounters of the Third Kind,Close Encounters of the Third Kind,True
1977,1978,50,JEAN HERSHOLT HUMANITARIAN AWARD,Charlton Heston,,True
1977,1978,50,HONORARY AWARD, Margaret Booth for her exceptional contribution to the art of film editing in the motion picture industry.,,True
1977,1978,50,IRVING G. THALBERG MEMORIAL AWARD,Walter Mirisch,,True
1978,1979,51,ACTOR IN A LEADING ROLE,Warren Beatty,Heaven Can Wait,False
1978,1979,51,ACTOR IN A LEADING ROLE,Gary Busey,The Buddy Holly Story,False
1978,1979,51,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,False
1978,1979,51,ACTOR IN A LEADING ROLE,Laurence Olivier,The Boys from Brazil,False
1978,1979,51,ACTOR IN A LEADING ROLE,Jon Voight,Coming Home,True
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Bruce Dern,Coming Home,False
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,Comes a Horseman,False
1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,False
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,True
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Jack Warden,Heaven Can Wait,False
1978,1979,51,ACTRESS IN A LEADING ROLE,Ingrid Bergman,Autumn Sonata,False
1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",False
1978,1979,51,ACTRESS IN A LEADING ROLE,Jill Clayburgh,An Unmarried Woman,False
1978,1979,51,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,True
1978,1979,51,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,False
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Heaven Can Wait,False
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Penelope Milford,Coming Home,False
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,California Suite,True
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Interiors,False
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,False
1978,1979,51,ART DIRECTION,The Brink's Job,The Brink's Job,False
1978,1979,51,ART DIRECTION,California Suite,California Suite,False
1978,1979,51,ART DIRECTION,Heaven Can Wait,Heaven Can Wait,True
1978,1979,51,ART DIRECTION,Interiors,Interiors,False
1978,1979,51,ART DIRECTION,The Wiz,The Wiz,False
1978,1979,51,CINEMATOGRAPHY,Days of Heaven,Days of Heaven,True
1978,1979,51,CINEMATOGRAPHY,The Deer Hunter,The Deer Hunter,False
1978,1979,51,CINEMATOGRAPHY,Heaven Can Wait,Heaven Can Wait,False
1978,1979,51,CINEMATOGRAPHY,"Same Time, Next Year","Same Time, Next Year",False
1978,1979,51,CINEMATOGRAPHY,The Wiz,The Wiz,False
1978,1979,51,COSTUME DESIGN,Caravans,Caravans,False
1978,1979,51,COSTUME DESIGN,Days of Heaven,Days of Heaven,False
1978,1979,51,COSTUME DESIGN,Death on the Nile,Death on the Nile,True
1978,1979,51,COSTUME DESIGN,The Swarm,The Swarm,False
1978,1979,51,COSTUME DESIGN,The Wiz,The Wiz,False
1978,1979,51,DIRECTING,Coming Home,Coming Home,False
1978,1979,51,DIRECTING,The Deer Hunter,The Deer Hunter,True
1978,1979,51,DIRECTING,Heaven Can Wait,Heaven Can Wait,False
1978,1979,51,DIRECTING,Interiors,Interiors,False
1978,1979,51,DIRECTING,Midnight Express,Midnight Express,False
1978,1979,51,DOCUMENTARY (Feature),The Lovers' Wind,The Lovers' Wind,False
1978,1979,51,DOCUMENTARY (Feature),Mysterious Castles of Clay,Mysterious Castles of Clay,False
1978,1979,51,DOCUMENTARY (Feature),Raoni,Raoni,False
1978,1979,51,DOCUMENTARY (Feature),Scared Straight!,Scared Straight!,True
1978,1979,51,DOCUMENTARY (Feature),With Babies and Banners: Story of the Women's Emergency Brigade,With Babies and Banners: Story of the Women's Emergency Brigade,False
1978,1979,51,DOCUMENTARY (Short Subject),The Divided Trail: A Native American Odyssey,The Divided Trail: A Native American Odyssey,False
1978,1979,51,DOCUMENTARY (Short Subject),An Encounter with Faces,An Encounter with Faces,False
1978,1979,51,DOCUMENTARY (Short Subject),The Flight of the Gossamer Condor,The Flight of the Gossamer Condor,True
1978,1979,51,DOCUMENTARY (Short Subject),Goodnight Miss Ann,Goodnight Miss Ann,False
1978,1979,51,DOCUMENTARY (Short Subject),Squires of San Quentin,Squires of San Quentin,False
1978,1979,51,FILM EDITING,The Boys from Brazil,The Boys from Brazil,False
1978,1979,51,FILM EDITING,Coming Home,Coming Home,False
1978,1979,51,FILM EDITING,The Deer Hunter,The Deer Hunter,True
1978,1979,51,FILM EDITING,Midnight Express,Midnight Express,False
1978,1979,51,FILM EDITING,Superman,Superman,False
1978,1979,51,FOREIGN LANGUAGE FILM,Get Out Your Handkerchiefs,Get Out Your Handkerchiefs,True
1978,1979,51,FOREIGN LANGUAGE FILM,The Glass Cell,The Glass Cell,False
1978,1979,51,FOREIGN LANGUAGE FILM,Hungarians,Hungarians,False
1978,1979,51,FOREIGN LANGUAGE FILM,Viva Italia!,Viva Italia!,False
1978,1979,51,FOREIGN LANGUAGE FILM,White Bim Black Ear,White Bim Black Ear,False
1978,1979,51,MUSIC (Adaptation Score),The Buddy Holly Story,The Buddy Holly Story,True
1978,1979,51,MUSIC (Adaptation Score),Pretty Baby,Pretty Baby,False
1978,1979,51,MUSIC (Adaptation Score),The Wiz,The Wiz,False
1978,1979,51,MUSIC (Original Score),The Boys from Brazil,The Boys from Brazil,False
1978,1979,51,MUSIC (Original Score),Days of Heaven,Days of Heaven,False
1978,1979,51,MUSIC (Original Score),Heaven Can Wait,Heaven Can Wait,False
1978,1979,51,MUSIC (Original Score),Midnight Express,Midnight Express,True
1978,1979,51,MUSIC (Original Score),Superman,Superman,False
1978,1979,51,MUSIC (Original Song),Grease,Grease,False
1978,1979,51,MUSIC (Original Song),Thank God It's Friday,Thank God It's Friday,True
1978,1979,51,MUSIC (Original Song),"Same Time, Next Year","Same Time, Next Year",False
1978,1979,51,MUSIC (Original Song),Foul Play,Foul Play,False
1978,1979,51,MUSIC (Original Song),The Magic of Lassie,The Magic of Lassie,False
1978,1979,51,BEST PICTURE,Coming Home,Coming Home,False
1978,1979,51,BEST PICTURE,The Deer Hunter,The Deer Hunter,True
1978,1979,51,BEST PICTURE,Heaven Can Wait,Heaven Can Wait,False
1978,1979,51,BEST PICTURE,Midnight Express,Midnight Express,False
1978,1979,51,BEST PICTURE,An Unmarried Woman,An Unmarried Woman,False
1978,1979,51,SHORT FILM (Animated),Oh My Darling,Oh My Darling,False
1978,1979,51,SHORT FILM (Animated),Rip Van Winkle,Rip Van Winkle,False
1978,1979,51,SHORT FILM (Animated),Special Delivery,Special Delivery,True
1978,1979,51,SHORT FILM (Live Action),A Different Approach,A Different Approach,False
1978,1979,51,SHORT FILM (Live Action),Mandy's Grandmother,Mandy's Grandmother,False
1978,1979,51,SHORT FILM (Live Action),Strange Fruit,Strange Fruit,False
1978,1979,51,SHORT FILM (Live Action),Teenage Father,Teenage Father,True
1978,1979,51,SOUND,The Buddy Holly Story,The Buddy Holly Story,False
1978,1979,51,SOUND,Days of Heaven,Days of Heaven,False
1978,1979,51,SOUND,The Deer Hunter,The Deer Hunter,True
1978,1979,51,SOUND,Hooper,Hooper,False
1978,1979,51,SOUND,Superman,Superman,False
